tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,year
2024-540,Wimbledon,Grass,128,G,2024-07-01,102,201709,,,Yulia Putintseva,R,163.0,KAZ,29.4,201493,,WC,Angelique Kerber,L,173.0,GER,36.4,7-5 6-3,3,R128,79.0,2.0,1.0,72.0,48.0,34.0,15.0,11.0,3.0,4.0,0.0,0.0,59.0,40.0,28.0,6.0,10.0,2.0,5.0,35.0,1553.0,221.0,334.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,175,214643,15.0,,Liudmila Samsonova,R,180.0,RUS,25.6,220589,,,Elina Avanesyan,R,,ARM,21.7,6-3 6-3,3,R64,85.0,6.0,4.0,56.0,28.0,21.0,13.0,9.0,7.0,9.0,1.0,5.0,54.0,36.0,19.0,7.0,9.0,3.0,8.0,15.0,2830.0,77.0,855.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,107,211533,13.0,,Jelena Ostapenko,R,177.0,LAT,27.0,201548,,WC,Ajla Tomljanovic,R,180.0,AUS,31.1,6-1 6-2,3,R128,69.0,11.0,9.0,60.0,33.0,26.0,14.0,8.0,4.0,4.0,4.0,6.0,54.0,33.0,21.0,4.0,7.0,4.0,8.0,14.0,3058.0,136.0,556.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,106,220750,,Q,Daria Snigur,R,,UKR,22.2,206219,,,Oceane Dodin,R,,FRA,27.6,6-4 6-0,3,R128,50.0,3.0,5.0,56.0,43.0,32.0,4.0,8.0,2.0,3.0,3.0,5.0,43.0,24.0,12.0,6.0,8.0,1.0,6.0,130.0,592.0,79.0,849.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,105,211095,,,Bernarda Pera,L,175.0,USA,29.5,215713,,,Anastasia Potapova,R,175.0,RUS,23.2,6-7(4) 6-4 7-6(6),3,R128,170.0,5.0,15.0,139.0,75.0,54.0,31.0,16.0,11.0,14.0,5.0,9.0,125.0,58.0,43.0,33.0,18.0,9.0,13.0,97.0,752.0,41.0,1415.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,104,201614,23.0,,Caroline Garcia,R,177.0,FRA,30.7,215020,,,Anna Blinkova,R,179.0,RUS,25.8,6-4 7-5,3,R128,88.0,6.0,6.0,70.0,34.0,27.0,12.0,11.0,5.0,9.0,4.0,1.0,72.0,48.0,24.0,11.0,11.0,2.0,8.0,24.0,1938.0,60.0,1030.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,103,211701,27.0,,Katerina Siniakova,R,174.0,CZE,28.1,222233,,Q,Marina Stakusic,R,,CAN,19.5,6-4 6-2,3,R128,107.0,7.0,3.0,64.0,46.0,34.0,7.0,9.0,8.0,9.0,2.0,5.0,104.0,63.0,30.0,24.0,9.0,20.0,24.0,36.0,1546.0,164.0,456.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,101,201549,,,Petra Martic,R,181.0,CRO,33.4,215936,,WC,Francesca Jones,R,,GBR,23.7,3-6 6-1 6-2,3,R128,124.0,10.0,5.0,89.0,55.0,41.0,12.0,12.0,5.0,7.0,3.0,3.0,73.0,45.0,29.0,12.0,12.0,2.0,7.0,85.0,811.0,215.0,345.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,100,216347,1.0,,Iga Swiatek,R,176.0,POL,23.0,213550,,,Sofia Kenin,R,170.0,USA,25.6,6-3 6-4,3,R128,79.0,6.0,1.0,57.0,31.0,26.0,15.0,10.0,3.0,4.0,1.0,3.0,56.0,42.0,27.0,5.0,9.0,5.0,8.0,1.0,11585.0,49.0,1221.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,127,202494,21.0,,Elina Svitolina,R,174.0,UKR,29.8,202663,,,Magda Linette,R,171.0,POL,32.3,7-5 6-7(9) 6-3,3,R128,158.0,6.0,1.0,118.0,82.0,59.0,19.0,17.0,10.0,12.0,8.0,3.0,119.0,81.0,52.0,17.0,16.0,6.0,10.0,21.0,2100.0,44.0,1291.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,128,211107,32.0,,Katie Boulter,R,180.0,GBR,27.9,213583,,,Tatjana Maria,R,172.0,GER,36.8,7-6(6) 7-5,3,R128,127.0,3.0,7.0,94.0,49.0,38.0,18.0,12.0,4.0,6.0,7.0,1.0,83.0,49.0,34.0,16.0,12.0,5.0,8.0,29.0,1748.0,63.0,994.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,130,216133,,,Xin Yu Wang,R,182.0,CHN,22.7,202600,,,Viktoriya Tomova,R,170.0,BUL,29.3,7-6(4) 3-6 6-0,3,R128,109.0,5.0,4.0,79.0,51.0,36.0,13.0,13.0,5.0,8.0,1.0,4.0,94.0,49.0,30.0,22.0,14.0,2.0,7.0,42.0,1411.0,48.0,1235.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,131,202468,5.0,,Jessica Pegula,R,170.0,USA,30.3,221909,,,Ashlyn Krueger,R,185.0,USA,20.1,6-2 6-0,3,R128,49.0,5.0,1.0,35.0,21.0,18.0,10.0,7.0,0.0,0.0,1.0,2.0,49.0,35.0,15.0,6.0,7.0,7.0,12.0,5.0,5025.0,75.0,869.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,132,215138,,Q,Lulu Sun,L,,NZL,23.2,221012,8.0,,Qinwen Zheng,R,,CHN,21.7,4-6 6-2 6-4,3,R128,117.0,3.0,1.0,78.0,44.0,35.0,18.0,14.0,6.0,8.0,7.0,8.0,81.0,42.0,32.0,17.0,14.0,3.0,7.0,123.0,616.0,8.0,4055.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,133,263857,,Q,Yuliia Starodubtseva,R,,UKR,24.3,202421,,,Alison Van Uytvanck,R,173.0,BEL,30.2,6-4 6-3,3,R128,77.0,2.0,1.0,53.0,43.0,32.0,4.0,10.0,0.0,2.0,3.0,1.0,57.0,37.0,23.0,5.0,9.0,4.0,8.0,153.0,490.0,254.0,284.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,134,202684,,,Lin Zhu,R,173.0,CHN,30.4,201593,,,Irina Camelia Begu,R,181.0,ROU,33.8,6-0 6-4,3,R128,72.0,0.0,0.0,41.0,30.0,22.0,7.0,8.0,0.0,1.0,0.0,2.0,54.0,34.0,16.0,9.0,8.0,3.0,8.0,61.0,997.0,126.0,596.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,135,201499,25.0,,Anastasia Pavlyuchenkova,R,177.0,RUS,32.9,203501,,,Taylor Townsend,L,170.0,USA,28.2,7-6(4) 6-1,3,R128,91.0,1.0,1.0,76.0,51.0,37.0,16.0,10.0,7.0,8.0,4.0,1.0,52.0,31.0,19.0,13.0,9.0,1.0,4.0,28.0,1756.0,76.0,864.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,108,203389,11.0,,Danielle Collins,R,178.0,USA,30.5,220704,,,Clara Tauson,R,182.0,DEN,21.5,6-3 7-6(4),3,R128,101.0,6.0,5.0,71.0,35.0,24.0,23.0,10.0,1.0,3.0,8.0,6.0,85.0,53.0,35.0,12.0,11.0,8.0,12.0,11.0,3532.0,66.0,981.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,109,213646,,Q,Dalma Galfi,R,178.0,HUN,25.8,210886,,,Mayar Sherif,R,180.0,EGY,28.1,6-1 6-2,3,R128,56.0,4.0,2.0,48.0,35.0,26.0,9.0,8.0,2.0,2.0,0.0,3.0,44.0,23.0,16.0,5.0,7.0,3.0,7.0,127.0,595.0,78.0,855.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,110,215785,,,Camila Osorio,R,162.0,COL,22.5,201616,,,Lauren Davis,R,157.0,USA,30.7,6-3 6-1,3,R128,70.0,2.0,3.0,48.0,28.0,21.0,12.0,8.0,1.0,2.0,0.0,3.0,54.0,30.0,17.0,8.0,8.0,2.0,7.0,84.0,815.0,300.0,225.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,111,206242,20.0,,Beatriz Haddad Maia,L,185.0,BRA,28.0,211684,,,Magdalena Frech,R,171.0,POL,26.5,7-5 6-3,3,R128,110.0,1.0,2.0,65.0,40.0,27.0,15.0,10.0,7.0,8.0,4.0,3.0,74.0,42.0,28.0,14.0,11.0,8.0,12.0,20.0,2218.0,58.0,1049.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,176,202460,10.0,,Ons Jabeur,R,167.0,TUN,29.8,221905,,Q,Robin Montgomery,L,,USA,19.8,6-1 7-5,3,R64,69.0,5.0,2.0,50.0,35.0,30.0,9.0,10.0,2.0,3.0,4.0,3.0,61.0,43.0,25.0,8.0,9.0,4.0,8.0,10.0,3801.0,161.0,464.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,126,215898,,,Jule Niemeier,R,178.0,GER,24.8,203530,,,Viktorija Golubic,R,169.0,SUI,31.7,6-2 6-1,3,R128,63.0,2.0,4.0,54.0,34.0,23.0,12.0,8.0,0.0,1.0,0.0,3.0,40.0,26.0,13.0,4.0,7.0,0.0,5.0,90.0,790.0,67.0,964.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,125,221905,,Q,Robin Montgomery,L,,USA,19.8,216265,,Q,Olivia Gadecki,R,,AUS,22.1,6-4 6-4,3,R128,86.0,10.0,5.0,80.0,57.0,40.0,10.0,10.0,6.0,7.0,6.0,9.0,56.0,33.0,24.0,11.0,10.0,3.0,6.0,161.0,464.0,173.0,432.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,124,202460,10.0,,Ons Jabeur,R,167.0,TUN,29.8,220416,,,Moyuka Uchijima,R,171.0,JPN,22.8,6-3 6-1,3,R128,55.0,3.0,1.0,39.0,23.0,23.0,10.0,8.0,0.0,0.0,2.0,6.0,56.0,29.0,18.0,10.0,8.0,5.0,9.0,10.0,3801.0,68.0,940.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,123,214643,15.0,,Liudmila Samsonova,R,180.0,RUS,25.6,214119,,,Rebeka Masarova,R,186.0,ESP,24.9,6-3 4-6 6-2,3,R128,128.0,3.0,3.0,82.0,50.0,36.0,22.0,13.0,4.0,5.0,4.0,4.0,92.0,54.0,36.0,15.0,14.0,4.0,8.0,15.0,2830.0,109.0,682.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,122,220589,,,Elina Avanesyan,R,,ARM,21.7,211843,,,Anhelina Kalinina,R,179.0,UKR,27.3,6-2 6-3,3,R128,66.0,0.0,2.0,60.0,42.0,27.0,8.0,8.0,6.0,8.0,1.0,8.0,57.0,32.0,20.0,5.0,9.0,2.0,8.0,77.0,855.0,47.0,1246.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,121,213631,,,Marie Bouzkova,R,180.0,CZE,25.9,220699,,,Julia Riera,R,,ARG,22.0,6-2 6-1,3,R128,81.0,0.0,4.0,57.0,37.0,24.0,9.0,8.0,5.0,7.0,3.0,4.0,52.0,27.0,12.0,7.0,7.0,9.0,15.0,40.0,1445.0,106.0,687.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,136,221054,,WC,Emma Raducanu,R,175.0,GBR,21.6,213887,,LL,Renata Zarazua,R,,MEX,26.7,7-6(0) 6-3,3,R128,117.0,1.0,2.0,74.0,52.0,37.0,12.0,11.0,4.0,5.0,0.0,2.0,62.0,44.0,26.0,12.0,10.0,1.0,3.0,135.0,559.0,98.0,750.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,120,214939,17.0,,Anna Kalinskaya,R,175.0,RUS,25.5,215910,,Q,Panna Udvardy,R,170.0,HUN,25.7,6-3 6-2,3,R128,65.0,3.0,4.0,57.0,37.0,30.0,10.0,9.0,6.0,6.0,5.0,3.0,48.0,27.0,21.0,6.0,8.0,5.0,8.0,18.0,2310.0,134.0,562.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,118,201496,,WC,Caroline Wozniacki,R,177.0,DEN,33.9,219917,,Q,Alycia Parks,R,185.0,USA,23.4,6-2 6-0,3,R128,53.0,2.0,1.0,38.0,28.0,23.0,5.0,7.0,0.0,0.0,1.0,7.0,40.0,15.0,8.0,6.0,7.0,0.0,5.0,91.0,774.0,121.0,624.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,117,201696,,,Laura Siegemund,R,168.0,GER,36.3,203462,,,Kateryna Baindl,R,175.0,UKR,30.3,6-4 6-1,3,R128,94.0,0.0,2.0,51.0,36.0,23.0,7.0,8.0,6.0,8.0,0.0,1.0,49.0,35.0,18.0,2.0,9.0,2.0,8.0,72.0,917.0,184.0,416.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,116,214981,4.0,,Elena Rybakina,R,184.0,KAZ,25.0,211817,,Q,Elena Gabriela Ruse,R,,ROU,26.6,6-3 6-1,3,R128,71.0,3.0,4.0,41.0,24.0,22.0,7.0,8.0,1.0,2.0,2.0,7.0,67.0,29.0,19.0,13.0,8.0,4.0,9.0,4.0,6026.0,152.0,491.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,115,222601,,,Jessica Bouzas Maneiro,R,,ESP,21.7,214954,6.0,,Marketa Vondrousova,L,173.0,CZE,25.0,6-4 6-2,3,R128,67.0,2.0,3.0,51.0,30.0,23.0,9.0,9.0,1.0,3.0,4.0,7.0,53.0,29.0,16.0,8.0,9.0,0.0,5.0,83.0,828.0,6.0,4463.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,114,213710,,,Cristina Bucsa,R,,ESP,26.4,202536,,,Ana Bogdan,R,171.0,ROU,31.5,6-4 4-6 7-6(5),3,R128,193.0,5.0,6.0,130.0,81.0,51.0,25.0,16.0,11.0,15.0,4.0,4.0,126.0,79.0,52.0,21.0,16.0,8.0,12.0,64.0,984.0,57.0,1053.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,113,220465,,Q,Katie Volynets,R,,USA,22.4,214604,,,Maria Lourdes Carle,R,,ARG,24.3,6-2 7-5,3,R128,106.0,0.0,0.0,74.0,62.0,35.0,6.0,10.0,7.0,11.0,1.0,5.0,65.0,37.0,16.0,8.0,10.0,6.0,13.0,69.0,927.0,87.0,809.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,112,206252,31.0,,Barbora Krejcikova,R,178.0,CZE,28.5,206368,,,Veronika Kudermetova,R,175.0,RUS,27.1,7-6(4) 6-7(1) 7-5,3,R128,194.0,2.0,7.0,127.0,69.0,46.0,29.0,18.0,14.0,19.0,6.0,3.0,125.0,77.0,53.0,22.0,18.0,4.0,10.0,32.0,1643.0,38.0,1488.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,119,220367,30.0,,Leylah Fernandez,L,168.0,CAN,21.8,214459,,,Lucia Bronzetti,R,,ITA,25.5,6-4 6-3,3,R128,90.0,1.0,2.0,56.0,41.0,33.0,6.0,10.0,2.0,3.0,1.0,2.0,74.0,47.0,30.0,10.0,9.0,5.0,8.0,25.0,1920.0,81.0,833.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,137,210722,,,Elise Mertens,R,179.0,BEL,28.6,211702,,,Nao Hibino,R,163.0,JPN,29.5,2-6 6-2 6-4,3,R128,111.0,9.0,5.0,71.0,42.0,32.0,18.0,13.0,1.0,3.0,3.0,1.0,87.0,59.0,38.0,15.0,13.0,4.0,7.0,33.0,1629.0,94.0,770.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,129,211279,,,Harriet Dart,R,175.0,GBR,27.9,222296,,Q,Zhuoxuan Bai,R,,CHN,21.6,6-4 6-0,3,R128,78.0,1.0,3.0,52.0,30.0,21.0,14.0,8.0,2.0,2.0,2.0,2.0,53.0,28.0,20.0,6.0,8.0,2.0,6.0,100.0,739.0,95.0,756.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,139,206289,9.0,,Maria Sakkari,R,172.0,GRE,28.9,220520,,Q,Mccartney Kessler,R,,USA,24.9,6-3 6-1,3,R128,71.0,5.0,2.0,48.0,23.0,18.0,12.0,8.0,3.0,5.0,2.0,3.0,48.0,26.0,14.0,5.0,8.0,2.0,8.0,9.0,3805.0,119.0,631.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,159,215613,19.0,,Emma Navarro,R,,USA,23.1,202492,,,Qiang Wang,R,172.0,CHN,32.4,6-0 6-2,3,R128,49.0,0.0,1.0,40.0,30.0,24.0,5.0,7.0,0.0,0.0,0.0,1.0,44.0,31.0,17.0,2.0,7.0,3.0,8.0,17.0,2323.0,479.0,118.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,160,222661,,Q,Sonay Kartal,R,,GBR,22.6,201514,29.0,,Sorana Cirstea,R,176.0,ROU,34.2,3-6 6-2 6-0,3,R128,110.0,1.0,3.0,70.0,46.0,35.0,12.0,11.0,3.0,4.0,2.0,3.0,83.0,43.0,27.0,18.0,12.0,5.0,10.0,298.0,228.0,31.0,1675.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,161,216262,,,Clara Burel,R,176.0,FRA,23.2,220332,,Q,Eva Lys,R,165.0,GER,22.4,6-2 6-4,3,R128,62.0,9.0,4.0,55.0,31.0,25.0,14.0,9.0,2.0,2.0,1.0,4.0,55.0,35.0,22.0,9.0,9.0,6.0,9.0,45.0,1288.0,129.0,592.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,162,223331,,Q,Anca Alexia Todoni,R,,ROU,19.7,215337,,LL,Olga Danilovic,L,,SRB,23.4,7-5 6-1,3,R128,81.0,3.0,1.0,59.0,39.0,31.0,12.0,10.0,1.0,2.0,1.0,2.0,60.0,36.0,25.0,7.0,9.0,3.0,7.0,142.0,541.0,116.0,641.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,163,221103,2.0,,Coco Gauff,R,175.0,USA,20.3,214452,,,Caroline Dolehide,R,178.0,USA,25.8,6-1 6-2,3,R128,65.0,2.0,1.0,34.0,21.0,18.0,8.0,7.0,0.0,1.0,0.0,1.0,61.0,45.0,21.0,5.0,8.0,4.0,10.0,2.0,7943.0,51.0,1100.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,138,201551,,,Arantxa Rus,L,180.0,NED,33.5,206294,,,Yue Yuan,R,184.0,CHN,25.7,6-2 6-3,3,R128,70.0,4.0,0.0,42.0,29.0,23.0,9.0,8.0,0.0,0.0,0.0,2.0,51.0,35.0,22.0,6.0,9.0,3.0,7.0,56.0,1054.0,39.0,1452.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,165,201709,,,Yulia Putintseva,R,163.0,KAZ,29.4,211701,27.0,,Katerina Siniakova,R,174.0,CZE,28.1,6-0 4-6 6-2,3,R64,99.0,1.0,0.0,70.0,43.0,33.0,17.0,12.0,6.0,7.0,1.0,3.0,62.0,32.0,22.0,12.0,12.0,2.0,7.0,35.0,1553.0,36.0,1546.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,158,211768,,WC,Naomi Osaka,R,180.0,JPN,26.7,220348,,,Diane Parry,R,170.0,FRA,21.8,6-1 1-6 6-4,3,R128,92.0,5.0,5.0,75.0,35.0,27.0,18.0,12.0,8.0,12.0,4.0,10.0,71.0,36.0,24.0,16.0,12.0,8.0,13.0,113.0,669.0,53.0,1077.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,166,211095,,,Bernarda Pera,L,175.0,USA,29.5,201614,23.0,,Caroline Garcia,R,177.0,FRA,30.7,3-6 6-3 6-4,3,R64,96.0,13.0,8.0,86.0,46.0,37.0,22.0,14.0,3.0,4.0,12.0,3.0,84.0,55.0,41.0,18.0,14.0,4.0,6.0,97.0,752.0,24.0,1938.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,168,203389,11.0,,Danielle Collins,R,178.0,USA,30.5,213646,,Q,Dalma Galfi,R,178.0,HUN,25.8,6-3 6-4,3,R64,89.0,3.0,10.0,64.0,36.0,22.0,12.0,9.0,3.0,7.0,6.0,5.0,70.0,46.0,23.0,7.0,10.0,10.0,17.0,11.0,3532.0,127.0,595.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,169,206242,20.0,,Beatriz Haddad Maia,L,185.0,BRA,28.0,215785,,,Camila Osorio,R,162.0,COL,22.5,3-0 RET,3,R64,24.0,0.0,0.0,7.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,3.0,12.0,6.0,3.0,1.0,2.0,0.0,2.0,20.0,2218.0,84.0,815.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,170,206252,31.0,,Barbora Krejcikova,R,178.0,CZE,28.5,220465,,Q,Katie Volynets,R,,USA,22.4,7-6(6) 7-6(5),3,R64,123.0,1.0,7.0,87.0,60.0,38.0,9.0,12.0,7.0,13.0,0.0,1.0,82.0,63.0,37.0,9.0,12.0,5.0,11.0,32.0,1643.0,69.0,927.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,171,222601,,,Jessica Bouzas Maneiro,R,,ESP,21.7,213710,,,Cristina Bucsa,R,,ESP,26.4,7-6(1) 6-3,3,R64,110.0,2.0,5.0,83.0,47.0,32.0,15.0,11.0,3.0,7.0,1.0,4.0,90.0,66.0,32.0,13.0,10.0,13.0,18.0,83.0,828.0,64.0,984.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,172,214981,4.0,,Elena Rybakina,R,184.0,KAZ,25.0,201696,,,Laura Siegemund,R,168.0,GER,36.3,6-3 3-6 6-3,3,R64,132.0,5.0,3.0,87.0,56.0,42.0,15.0,14.0,10.0,13.0,1.0,3.0,102.0,71.0,39.0,18.0,12.0,8.0,12.0,4.0,6026.0,72.0,917.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,173,201496,,WC,Caroline Wozniacki,R,177.0,DEN,33.9,220367,30.0,,Leylah Fernandez,L,168.0,CAN,21.8,6-3 2-6 7-5,3,R64,139.0,0.0,5.0,107.0,71.0,51.0,11.0,15.0,10.0,14.0,5.0,1.0,92.0,63.0,40.0,14.0,14.0,7.0,11.0,91.0,774.0,25.0,1920.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,174,214939,17.0,,Anna Kalinskaya,R,175.0,RUS,25.5,213631,,,Marie Bouzkova,R,180.0,CZE,25.9,6-4 6-1,3,R64,83.0,1.0,3.0,58.0,32.0,22.0,15.0,9.0,5.0,6.0,1.0,2.0,55.0,31.0,18.0,10.0,8.0,2.0,6.0,18.0,2310.0,40.0,1445.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,167,211533,13.0,,Jelena Ostapenko,R,177.0,LAT,27.0,220750,,Q,Daria Snigur,R,,UKR,22.2,6-3 6-0,3,R64,49.0,8.0,5.0,44.0,25.0,22.0,10.0,8.0,0.0,0.0,0.0,2.0,42.0,27.0,17.0,4.0,7.0,1.0,5.0,14.0,3058.0,130.0,592.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,157,223670,,,Diana Shnaider,L,,RUS,20.2,201662,,,Karolina Pliskova,R,184.0,CZE,32.2,4-6 6-4 7-5,3,R128,142.0,4.0,3.0,112.0,65.0,45.0,23.0,16.0,9.0,12.0,9.0,6.0,115.0,67.0,46.0,23.0,16.0,12.0,16.0,30.0,1690.0,46.0,1255.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,164,216347,1.0,,Iga Swiatek,R,176.0,POL,23.0,201549,,,Petra Martic,R,181.0,CRO,33.4,6-4 6-3,3,R64,83.0,3.0,2.0,55.0,36.0,30.0,12.0,10.0,0.0,0.0,2.0,2.0,56.0,35.0,26.0,8.0,9.0,1.0,3.0,1.0,11585.0,85.0,811.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,155,201619,12.0,,Madison Keys,R,178.0,USA,29.3,203354,,,Martina Trevisan,L,160.0,ITA,30.6,6-4 7-6(4),3,R128,105.0,6.0,2.0,74.0,53.0,34.0,14.0,11.0,3.0,4.0,0.0,2.0,81.0,55.0,32.0,16.0,11.0,5.0,7.0,13.0,3068.0,89.0,793.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,140,214082,14.0,,Daria Kasatkina,R,170.0,RUS,27.1,201533,,,Shuai Zhang,R,177.0,CHN,35.4,6-3 6-0,3,R128,74.0,3.0,5.0,58.0,29.0,20.0,17.0,8.0,2.0,3.0,1.0,0.0,53.0,31.0,15.0,9.0,7.0,2.0,7.0,12.0,3283.0,680.0,54.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,156,201585,,,Sloane Stephens,R,170.0,USA,31.2,221039,,LL,Elsa Jacquemot,R,,FRA,21.1,6-3 6-3,3,R128,71.0,0.0,0.0,44.0,37.0,23.0,6.0,9.0,0.0,2.0,9.0,5.0,75.0,47.0,27.0,10.0,9.0,10.0,15.0,50.0,1217.0,151.0,503.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,141,213908,,WC,Yuriko Miyazaki,R,165.0,GBR,28.6,211337,,,Tamara Korpatsch,R,170.0,GER,29.1,6-2 6-1,3,R128,58.0,0.0,2.0,35.0,17.0,15.0,13.0,7.0,0.0,0.0,1.0,2.0,49.0,30.0,17.0,6.0,8.0,4.0,9.0,148.0,512.0,73.0,895.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,142,211651,,,Paula Badosa,R,180.0,ESP,26.6,214096,,,Karolina Muchova,R,178.0,CZE,27.8,6-3 6-2,3,R128,81.0,2.0,7.0,75.0,38.0,28.0,22.0,9.0,6.0,6.0,1.0,0.0,46.0,30.0,20.0,6.0,8.0,1.0,4.0,93.0,770.0,34.0,1618.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,143,259104,,,Brenda Fruhvirtova,R,,CZE,17.2,259799,24.0,,Mirra Andreeva,R,,RUS,17.1,1-6 6-3 6-2,3,R128,126.0,0.0,5.0,98.0,53.0,32.0,18.0,12.0,13.0,19.0,2.0,4.0,69.0,37.0,25.0,9.0,12.0,2.0,9.0,88.0,801.0,23.0,2018.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,144,215035,28.0,,Dayana Yastremska,R,175.0,UKR,24.1,206408,,,Nadia Podoroska,R,170.0,ARG,27.3,6-1 7-6(1),3,R128,94.0,4.0,4.0,63.0,36.0,25.0,14.0,9.0,3.0,5.0,0.0,0.0,69.0,44.0,22.0,12.0,10.0,4.0,8.0,27.0,1760.0,65.0,983.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,146,202499,,,Donna Vekic,R,179.0,CRO,28.0,216016,,,Xiyu Wang,L,,CHN,23.2,3-6 6-3 6-4,3,R128,118.0,6.0,1.0,80.0,55.0,43.0,14.0,14.0,2.0,3.0,7.0,2.0,85.0,59.0,39.0,16.0,14.0,8.0,10.0,37.0,1488.0,54.0,1075.0,2024
2024-540,Wimbledon,Grass,128,G,2024-07-01,145,219875,,,Varvara Gracheva,R,,FRA,23.9,201615,,,Lesia Tsurenko,R,174.0,UKR,35.0,6-3 6-1,3,R128,62.0,0.0,0.0,43.0,29.0,22.0,6.0,8.0,0.0,1.0,0.0,6.0,52.0,30.0,14.0,10.0,8.0,4.0,9.0,70.0,920.0,59.0,1048.0,2024
