player_id,overall_elo,grass_elo
215096,1406.39,1489.83
201595,1405.7,1439.32
211880,1405.69,1459.64
202701,1405.19,1500.0
202436,1404.83,1500.0
202482,1403.68,1500.0
201426,1403.67,1479.05
201325,1402.04,1439.53
202659,1401.49,1500.0
201533,1401.39,1528.0
213734,1401.33,1500.0
201596,1398.31,1466.29
201468,1398.27,1500.0
205892,1397.58,1500.0
203379,1396.15,1483.81
215371,1395.59,1500.0
202504,1394.94,1505.51
202688,1393.45,1500.0
215992,1390.46,1500.0
201435,1390.1,1484.46
203564,1387.57,1485.01
206363,1387.54,1479.02
215453,1386.46,1500.0
213887,1383.97,1500.0
213544,1383.4,1435.76
213837,1380.6,1484.49
202579,1379.31,1448.4
201621,1378.62,1424.41
201539,1378.41,1378.23
202480,1375.46,1480.8
201554,1374.84,1452.57
208531,1369.64,1500.0
201478,1368.71,1453.07
211316,1368.5,1459.76
202489,1367.23,1462.54
215037,1356.43,1480.81
206391,1354.21,1460.31
205918,1343.39,1500.0
211878,1343.17,1494.42
201693,1331.23,1432.82
201527,1329.3,1438.13
